,credit_score,gender,age,tenure,balance,num_products,credit_card,active,salary,churn,complain,satisfaction,points,country_F,country_G,country_S,card_D,card_G,card_P,card_S,umap_1,umap_2
1218,2,0,0,5,0,1,0,0,3,1,1,2,4,1,0,0,0,1,0,0,-8.732364,4.3949695
1219,2,1,2,5,2,2,1,1,0,1,1,2,2,0,1,0,0,0,0,1,19.619484,0.5790879
1220,2,0,1,7,2,2,1,1,3,0,0,2,2,0,1,0,0,0,1,0,4.0908995,2.1150439
1221,2,1,2,2,3,2,1,0,1,0,0,3,1,1,0,0,0,1,0,0,-16.183372,5.043423
1222,0,1,3,1,1,1,1,0,1,0,0,2,7,1,0,0,0,0,0,1,1.9084883,19.292604
1223,2,1,3,1,0,2,0,1,0,0,0,3,5,0,0,1,0,0,0,1,16.667767,12.29226
1224,0,0,3,8,2,1,1,0,3,0,0,4,4,0,0,1,0,0,0,1,14.455137,11.7610855
1225,2,0,3,6,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,1,15.463984,13.462843
1226,0,0,2,6,1,2,1,0,1,0,0,1,1,0,1,0,1,0,0,0,2.503577,-14.838457
1227,0,0,1,7,2,2,1,0,3,0,0,1,5,1,0,0,0,1,0,0,-10.11008,3.20468
1228,1,0,2,3,0,2,1,0,3,0,0,5,6,1,0,0,0,0,0,1,6.0483418,19.047823
1229,0,0,1,6,0,2,1,1,1,0,0,4,4,0,0,1,0,0,0,1,15.506051,13.451866
1230,2,1,2,2,2,2,0,1,1,0,0,1,6,0,1,0,0,1,0,0,11.429914,-5.660435
1231,2,1,1,4,1,1,1,0,0,0,0,2,7,0,0,1,1,0,0,0,11.084018,-13.18734
1232,1,1,3,9,2,1,1,0,2,1,1,3,5,0,1,0,0,0,0,1,20.248316,2.7795124
1233,1,0,2,4,1,2,1,0,2,0,0,3,4,0,1,0,0,0,1,0,5.8473887,1.0538518
1234,2,0,5,7,2,1,1,1,2,0,0,2,4,1,0,0,1,0,0,0,-2.8868308,1.6278045
1235,0,1,4,6,2,1,1,1,2,0,0,5,5,0,1,0,1,0,0,0,-1.1989924,-12.659458
1236,1,1,1,0,2,1,1,1,3,0,0,3,0,0,1,0,1,0,0,0,-1.1055481,-12.564508
1237,2,1,2,5,0,2,1,0,3,0,0,3,3,1,0,0,0,1,0,0,-16.01959,5.6715326
1238,2,1,0,3,2,2,0,1,3,0,0,3,4,1,0,0,0,0,1,0,-2.0718908,11.002611
1239,0,1,1,7,0,2,1,0,1,0,0,1,4,1,0,0,0,1,0,0,-15.9337845,5.5214815
1240,0,1,2,9,2,1,1,1,1,0,0,5,5,1,0,0,0,1,0,0,-11.578885,9.375969
1241,0,0,0,1,2,2,1,1,3,0,0,5,1,1,0,0,0,0,1,0,-6.041886,15.878941
1242,2,1,1,4,2,1,1,1,3,0,0,2,3,0,1,0,0,1,0,0,13.921651,-4.886201
1243,2,1,1,6,2,1,0,1,0,0,0,4,2,0,1,0,1,0,0,0,0.17026581,-12.130264
1244,1,0,2,0,2,2,0,0,0,0,0,5,7,0,1,0,1,0,0,0,1.7238065,-14.216209
1245,1,0,2,10,1,1,1,0,0,1,1,1,5,1,0,0,0,0,0,1,5.0994563,18.289892
1246,1,0,5,7,0,2,1,1,1,0,0,5,3,1,0,0,0,1,0,0,-8.933559,6.192366
1247,0,1,0,6,0,2,1,0,0,0,0,2,3,1,0,0,1,0,0,0,-8.839945,-6.62321
1248,2,0,1,3,0,2,1,1,3,0,0,4,5,0,0,1,0,0,0,1,15.539482,13.454101
1249,3,0,1,4,0,2,1,1,3,0,0,2,7,1,0,0,1,0,0,0,-2.7927303,1.5159453
1250,0,1,1,5,3,1,1,1,3,0,0,5,3,0,1,0,1,0,0,0,-1.1236551,-12.585288
1251,1,0,2,10,2,1,1,0,2,1,1,5,6,0,1,0,0,0,0,1,19.737537,2.433996
1252,2,1,5,4,1,1,1,1,1,0,0,1,7,1,0,0,0,1,0,0,-11.231422,9.401403
1253,0,0,4,4,2,2,1,0,2,0,0,5,1,0,1,0,0,0,1,0,5.8309894,0.9549458
1254,1,0,3,1,1,3,1,0,0,1,1,1,6,1,0,0,1,0,0,0,-3.7732978,-0.3125311
1255,1,1,3,3,0,2,1,1,1,0,0,2,3,0,0,1,0,0,0,1,17.798191,10.562885
1256,2,1,2,9,2,1,1,0,3,0,0,5,4,1,0,0,0,0,1,0,0.8238351,12.266894
1257,1,0,2,3,0,2,1,1,0,0,0,3,7,1,0,0,0,1,0,0,-8.957703,6.0929184
1258,1,0,1,3,0,2,1,0,3,0,0,5,4,1,0,0,0,0,1,0,-7.591414,13.0361395
1259,0,0,2,1,2,2,0,1,1,0,0,5,7,0,1,0,0,1,0,0,11.873393,-5.180362
1260,2,1,1,5,2,1,1,0,1,1,1,4,6,0,1,0,0,0,0,1,20.230818,2.7003887
1261,2,1,2,6,1,2,1,0,1,0,0,5,1,0,1,0,0,1,0,0,7.9954576,-4.708897
1262,1,0,2,1,3,1,0,1,2,0,0,5,6,0,0,1,0,0,1,0,13.922547,4.2162013
1263,1,0,2,7,3,1,0,0,0,0,0,3,5,1,0,0,0,1,0,0,-8.117237,3.4906375
1264,3,1,1,9,2,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,16.643816,12.249013
1265,0,0,4,8,2,3,1,0,2,1,1,1,6,1,0,0,0,0,1,0,-4.9923673,13.700661
1266,0,0,2,3,0,1,1,0,1,0,0,5,2,1,0,0,0,0,0,1,6.0143504,19.282122
1267,3,1,2,2,2,1,1,1,1,0,0,2,4,0,1,0,1,0,0,0,-1.069357,-12.534905
1268,1,0,2,6,2,1,1,0,2,0,0,4,7,1,0,0,0,0,0,1,5.873009,19.440214
1269,0,0,2,4,2,2,1,1,3,0,0,2,1,1,0,0,0,0,1,0,-6.17309,15.715394
1270,2,1,1,7,2,1,1,0,0,0,0,1,7,0,1,0,0,0,0,1,20.84873,3.5887828
1271,2,1,2,2,1,1,1,1,0,0,0,3,3,1,0,0,1,0,0,0,-12.345147,-4.115609
1272,1,0,2,7,3,2,0,0,2,0,0,1,5,0,1,0,0,1,0,0,11.616655,-4.3755565
1273,0,1,1,5,0,2,1,0,3,1,1,1,2,1,0,0,1,0,0,0,-8.144734,-4.585125
1274,0,1,1,6,3,1,1,0,1,0,0,5,3,0,0,1,0,0,0,1,15.346761,10.500592
1275,2,1,1,9,2,1,1,1,1,0,0,2,4,1,0,0,0,1,0,0,-11.3900385,9.41522
1276,1,1,2,5,2,1,1,0,1,1,1,1,7,0,1,0,0,0,1,0,4.9498863,3.969769
1277,2,1,2,7,1,2,1,1,1,0,0,2,7,1,0,0,0,0,1,0,0.26797596,8.640476
1278,2,1,5,7,0,2,0,1,3,0,0,1,2,0,0,1,0,0,0,1,16.729374,12.316382
1279,0,0,2,6,0,2,0,1,0,0,0,5,6,1,0,0,0,1,0,0,-7.5625434,5.17724
1280,2,1,1,4,0,2,1,1,1,0,0,5,0,0,0,1,0,0,0,1,17.908884,10.4100065
1281,2,1,3,8,3,1,0,0,2,1,1,2,4,0,0,1,0,1,0,0,2.1147032,-5.1033483
1282,1,1,2,8,0,2,1,1,2,0,0,5,3,1,0,0,0,0,0,1,7.785336,12.462676
1283,1,1,3,7,2,1,0,1,3,0,0,5,0,1,0,0,0,0,0,1,3.1810703,8.944996
1284,1,1,4,7,2,1,0,1,1,0,0,2,7,1,0,0,0,1,0,0,-5.9340296,6.7627163
1285,0,0,4,5,3,1,1,1,0,0,0,5,7,0,0,1,0,0,0,1,15.489405,13.404696
1286,0,1,2,5,3,2,0,0,2,0,0,3,0,0,0,1,0,0,0,1,16.007097,11.442316
1287,2,0,2,9,3,1,0,0,1,0,0,3,3,0,0,1,1,0,0,0,11.153674,-11.695331
1288,0,1,2,7,2,1,1,0,3,0,0,1,4,0,0,1,1,0,0,0,11.047529,-13.153082
1289,2,1,2,10,2,1,1,0,0,1,1,2,3,0,1,0,0,0,0,1,20.176702,2.6923206
1290,1,1,1,9,2,1,1,0,1,0,0,3,2,0,1,0,1,0,0,0,1.6566876,-10.922144
1291,2,0,2,2,2,1,0,0,0,0,0,2,2,0,0,1,1,0,0,0,11.124486,-11.699372
1292,2,0,2,7,0,2,1,1,1,0,0,2,0,1,0,0,0,1,0,0,-8.898375,6.117018
1293,1,1,1,2,1,2,0,1,0,0,0,2,6,1,0,0,1,0,0,0,-0.279863,2.4452322
1294,3,1,1,0,2,1,1,1,3,0,0,1,7,1,0,0,0,0,1,0,-0.025711618,8.605701
1295,0,0,1,3,3,1,0,0,3,0,0,5,2,0,0,1,0,0,1,0,12.712832,4.5548153
1296,1,1,4,2,1,1,0,1,1,0,0,1,4,0,0,1,0,1,0,0,3.0582862,-6.649766
1297,0,1,1,5,0,2,1,1,1,0,0,1,7,1,0,0,0,1,0,0,-10.873551,9.374312
1298,2,1,1,10,1,1,0,0,1,0,0,3,7,1,0,0,0,1,0,0,-11.592133,5.275453
1299,1,1,2,8,3,2,1,1,1,0,0,3,3,0,1,0,1,0,0,0,-1.1211927,-12.626806
1300,0,1,2,1,2,1,1,0,3,0,0,2,5,1,0,0,0,0,0,1,1.7818133,19.439213
1301,1,1,1,3,1,1,1,1,0,0,0,2,6,0,0,1,1,0,0,0,8.285484,-10.452109
1302,0,0,1,2,0,2,1,0,1,0,0,3,0,1,0,0,0,0,1,0,-7.551498,13.071721
1303,1,0,1,9,2,2,1,0,1,1,1,3,4,0,1,0,1,0,0,0,1.7286139,-13.068796
1304,2,0,1,0,2,2,1,0,2,0,0,4,6,1,0,0,0,1,0,0,-10.184013,3.1415782
1305,3,1,3,10,1,1,0,0,2,1,1,2,2,0,1,0,0,1,0,0,11.05685,-4.322613
1306,3,0,3,3,1,1,1,1,0,1,1,1,4,0,0,1,0,0,0,1,15.354136,13.255273
1307,1,1,3,2,0,2,0,0,0,0,0,3,3,0,0,1,0,0,0,1,16.031242,11.384841
1308,2,1,1,10,2,2,1,1,3,0,0,1,6,1,0,0,0,1,0,0,-11.205572,9.557823
1309,1,1,1,8,2,2,0,0,1,0,0,2,4,0,0,1,1,0,0,0,11.006984,-11.189321
1310,2,0,1,2,1,1,1,1,2,0,0,3,5,0,1,0,0,1,0,0,12.990862,-6.9140983
1311,3,0,2,7,3,1,1,1,3,0,0,5,6,1,0,0,0,1,0,0,-8.718429,6.3746977
1312,0,1,2,8,1,1,1,1,1,1,1,4,0,1,0,0,0,0,1,0,0.2495558,8.93529
1313,3,1,2,3,0,2,1,1,1,0,0,3,3,1,0,0,1,0,0,0,-12.0546665,-3.7025526
1314,2,1,3,2,0,1,1,0,2,1,1,5,5,1,0,0,0,0,0,1,3.9034977,17.788292
1315,1,0,1,5,2,1,0,0,0,0,0,4,7,0,0,1,0,1,0,0,2.010705,-5.4636645
1316,3,0,1,4,0,2,1,1,0,0,0,1,6,1,0,0,0,0,1,0,-5.919064,16.053696
1317,2,1,2,3,0,1,1,0,2,1,1,4,0,1,0,0,0,0,0,1,3.9221299,17.809587
1318,1,0,2,5,0,3,1,1,2,1,1,1,6,1,0,0,0,0,0,1,9.71095,17.198675
1319,2,1,2,2,2,2,0,1,0,0,0,4,7,0,1,0,0,0,1,0,5.95287,3.0465286
1320,2,0,3,7,0,2,1,1,3,0,0,1,3,1,0,0,1,0,0,0,-2.7328537,1.4825683
1321,2,1,2,6,0,2,0,0,2,0,0,3,2,1,0,0,0,0,1,0,-1.9984554,12.405158
1322,2,0,2,2,1,1,1,0,0,0,0,3,5,1,0,0,0,0,1,0,-7.315393,13.329189
1323,1,1,3,7,3,2,0,0,1,1,1,3,7,0,0,1,0,0,0,1,15.738849,11.447566
1324,2,1,1,2,2,1,1,1,3,0,0,5,1,0,1,0,0,1,0,0,13.93574,-4.9029202
1325,1,0,3,8,3,1,0,1,0,0,0,2,2,1,0,0,1,0,0,0,-2.2903593,0.18595572
1326,2,0,2,3,2,2,1,0,1,0,0,2,4,1,0,0,0,0,0,1,5.9413424,19.475977
1327,2,1,0,3,3,1,1,1,0,0,0,5,5,0,0,1,0,1,0,0,-0.8910397,-6.2984905
1328,1,0,4,3,2,1,0,1,0,1,1,3,1,0,1,0,1,0,0,0,0.770917,-13.439126
1329,2,0,2,6,0,1,1,0,0,1,1,2,5,1,0,0,0,0,1,0,-4.939146,13.683232
1330,1,0,3,8,0,2,1,0,1,0,0,1,2,0,0,1,0,1,0,0,1.3746253,-5.3658414
1331,3,1,2,7,2,2,1,1,0,0,0,1,7,0,1,0,0,0,1,0,6.702331,4.9198284
1332,2,1,2,3,2,2,1,1,2,0,0,2,3,1,0,0,0,0,0,1,7.433089,12.044111
1333,0,0,2,8,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,21.477234,1.9695952
1334,0,1,1,1,1,2,1,1,3,0,0,3,0,0,1,0,0,0,1,0,6.764976,4.9938264
1335,0,0,2,9,0,1,1,0,2,1,1,1,6,0,0,1,0,0,1,0,12.673936,3.828865
1336,1,1,2,5,2,1,1,0,1,0,0,1,4,0,0,1,0,0,0,1,15.295233,10.609881
1337,2,0,1,10,2,2,1,0,3,0,0,1,2,0,1,0,0,0,1,0,5.8180103,1.0642693
1338,1,1,3,5,3,1,1,1,1,0,0,3,2,1,0,0,0,0,1,0,0.03533532,8.780568
1339,2,1,3,7,2,1,1,1,1,0,0,3,3,0,0,1,0,1,0,0,-0.86094147,-6.3972936
1340,2,1,2,2,1,1,1,1,2,1,1,1,4,0,0,1,0,1,0,0,-11.537864,9.386589
1341,2,0,2,7,3,3,1,0,3,1,1,5,0,1,0,0,0,1,0,0,-9.590126,4.6409655
1342,1,1,5,4,0,1,1,1,2,0,0,3,1,0,0,1,1,0,0,0,11.123625,-13.233881
1343,2,1,2,3,1,1,1,0,3,0,0,2,7,0,0,1,0,1,0,0,1.2848327,-3.9830914
1344,0,0,2,6,2,2,1,0,1,1,1,5,5,0,1,0,0,0,0,1,19.678186,2.444063
1345,0,0,1,6,0,2,0,0,3,0,0,5,4,0,0,1,0,0,0,1,15.245679,12.198636
1346,1,1,1,5,1,1,1,1,3,0,0,2,4,1,0,0,0,1,0,0,-11.1930065,9.645348
1347,0,1,2,2,0,2,1,1,1,0,0,5,7,1,0,0,0,0,0,1,7.953612,12.308749
1348,1,1,1,7,1,1,1,1,0,0,0,3,5,1,0,0,0,0,0,1,7.3660784,12.192913
1349,0,1,2,3,0,1,1,0,1,0,0,5,4,0,0,1,1,0,0,0,11.192266,-13.300776
1350,2,0,2,3,2,1,1,1,2,0,0,2,6,1,0,0,0,0,0,1,9.615541,17.568697
1351,1,0,3,9,2,1,0,0,0,1,1,4,2,1,0,0,0,0,0,1,5.134653,17.857262
1352,0,1,3,5,2,1,1,1,1,1,1,4,1,0,1,0,0,0,0,1,19.607,0.69654125
1353,1,1,1,7,0,2,1,0,0,0,0,5,2,0,0,1,0,0,1,0,12.1854725,2.883771
1354,1,1,3,7,0,1,0,1,1,1,1,2,1,0,0,1,0,0,1,0,13.930637,3.3112721
1355,2,1,2,6,0,1,1,1,1,0,0,1,3,0,0,1,0,1,0,0,-0.9311964,-6.0299697
1356,2,1,3,4,3,2,1,1,0,0,0,2,1,1,0,0,1,0,0,0,-12.286516,-4.162455
1357,1,1,2,3,0,2,0,1,3,0,0,3,5,1,0,0,0,0,1,0,-2.194813,10.874811
1358,1,1,2,9,3,2,1,1,1,0,0,3,4,1,0,0,0,1,0,0,-11.475015,9.291844
1359,0,1,2,0,2,1,1,1,2,0,0,2,1,1,0,0,0,0,0,1,7.3518076,12.085403
1360,1,0,0,3,1,2,0,1,1,0,0,5,0,0,1,0,1,0,0,0,0.54479545,-13.992873
1361,0,1,1,4,0,2,1,1,2,0,0,4,2,1,0,0,1,0,0,0,-12.138167,-3.6223915
1362,0,1,2,10,2,2,1,1,3,0,0,1,1,0,1,0,0,0,0,1,19.750635,-0.106397815
1363,2,1,1,4,0,2,0,1,1,0,0,5,1,0,0,1,0,0,1,0,13.986125,3.1910417
1364,3,1,2,3,2,2,1,1,2,0,0,2,0,0,1,0,1,0,0,0,-1.0915802,-12.561039
1365,1,1,2,8,3,1,1,0,2,1,1,4,3,1,0,0,0,1,0,0,-10.613706,5.0823083
1366,1,0,2,7,0,2,1,0,0,0,0,4,1,0,0,1,1,0,0,0,11.699953,-11.983228
1367,1,1,2,7,2,1,1,1,1,1,1,4,0,0,1,0,0,0,1,0,5.4576178,3.5858192
1368,2,0,1,4,0,2,1,1,2,0,0,5,6,0,0,1,0,0,1,0,14.06545,4.8007536
1369,1,1,3,8,2,1,1,1,0,1,1,1,5,0,1,0,1,0,0,0,0.092391245,-12.735314
1370,2,0,1,7,0,2,1,0,3,0,0,1,4,1,0,0,0,1,0,0,-10.306023,2.9712107
1371,1,0,2,8,1,1,1,0,2,0,0,4,4,1,0,0,0,0,0,1,5.869622,19.377424
1372,0,1,2,8,0,2,0,1,3,0,0,1,6,1,0,0,1,0,0,0,-0.25511065,2.4685636
1373,0,0,3,9,2,1,1,0,2,1,1,4,5,0,1,0,0,0,1,0,4.387742,3.058631
1374,1,1,2,3,2,1,1,0,3,0,0,4,3,1,0,0,0,1,0,0,-16.170368,5.0139675
1375,0,0,1,6,2,2,1,1,0,0,0,4,7,1,0,0,1,0,0,0,-3.0092106,1.8394446
1376,0,1,2,8,1,3,1,1,3,1,1,5,1,1,0,0,1,0,0,0,-11.769843,-4.181114
1377,2,0,2,6,1,1,1,1,3,0,0,4,3,0,0,1,1,0,0,0,9.239144,-12.225582
1378,2,0,2,4,1,2,1,1,3,0,0,5,2,0,0,1,0,1,0,0,1.3727309,-6.6540895
1379,1,0,1,10,1,1,1,1,0,0,0,2,7,0,1,0,0,0,0,1,18.679062,1.3906518
1380,1,1,1,3,2,1,1,0,2,0,0,3,1,0,1,0,0,0,1,0,7.0695167,0.40349677
1381,3,0,2,5,0,3,1,0,0,1,1,1,7,1,0,0,0,1,0,0,-9.494965,4.580896
1382,1,0,2,3,0,2,1,0,0,0,0,3,2,0,0,1,0,0,1,0,11.783101,4.6127076
1383,0,0,0,10,3,1,0,1,0,0,0,2,6,1,0,0,0,1,0,0,-7.5011573,5.1481724
1384,1,0,3,8,1,1,1,0,0,1,1,1,2,0,0,1,0,0,0,1,14.912382,11.684946
1385,2,0,2,8,2,1,0,1,0,0,0,1,3,1,0,0,0,0,0,1,8.467792,15.48477
1386,2,0,2,7,0,2,0,1,1,0,0,2,2,1,0,0,0,0,0,1,8.536399,15.428712
1387,2,1,5,4,1,1,1,1,2,0,0,5,0,1,0,0,1,0,0,0,-12.296299,-3.9317589
1388,1,0,2,0,2,1,0,1,1,1,1,4,2,1,0,0,1,0,0,0,-2.8446522,0.18289839
1389,1,0,4,2,3,1,1,0,2,1,1,3,2,1,0,0,1,0,0,0,-3.8262584,-0.2711829
1390,1,0,1,9,0,2,1,0,1,0,0,3,6,1,0,0,0,1,0,0,-10.3594475,2.887447
1391,2,0,2,4,2,2,1,1,0,1,1,2,1,0,1,0,0,1,0,0,12.483465,-4.4810185
1392,2,1,3,8,1,2,1,0,2,0,0,4,4,0,0,1,1,0,0,0,11.051827,-13.144146
1393,3,0,1,2,2,1,1,0,3,0,0,5,1,1,0,0,0,0,0,1,5.8289285,19.357067
1394,0,1,1,9,2,1,1,1,3,0,0,5,3,1,0,0,0,1,0,0,-11.370664,9.602096
1395,2,1,3,7,0,2,1,0,2,0,0,2,7,0,0,1,0,1,0,0,1.1848708,-3.8905022
1396,1,0,1,0,0,1,1,0,1,1,1,2,4,0,0,1,0,0,0,1,14.804477,11.677242
1397,0,0,3,4,2,2,1,1,0,1,1,2,2,0,1,0,0,0,1,0,4.3807425,2.69449
1398,2,0,2,3,0,2,0,0,1,1,1,5,5,1,0,0,0,1,0,0,-8.74069,4.4369826
1399,0,0,1,5,0,2,1,0,2,0,0,1,3,0,0,1,0,0,1,0,11.779733,4.5949597
1400,2,0,1,9,2,2,0,1,2,0,0,2,6,1,0,0,0,1,0,0,-7.5439844,5.1418433
1401,1,0,2,2,0,2,1,0,0,0,0,5,3,0,0,1,0,1,0,0,1.4033811,-5.3953004
1402,2,1,1,8,2,1,1,0,1,0,0,1,6,1,0,0,0,1,0,0,-16.045258,5.137605
1403,2,0,1,6,0,1,1,1,1,0,0,2,5,1,0,0,0,0,0,1,9.828997,17.438982
1404,1,0,2,4,1,1,1,0,1,1,1,3,5,0,0,1,0,0,1,0,12.707952,3.866637
1405,0,0,2,6,2,1,1,0,2,1,1,1,7,1,0,0,0,0,1,0,-5.011357,13.720897
1406,0,1,0,2,2,1,0,1,1,0,0,4,4,0,0,1,0,1,0,0,3.1025207,-6.6895947
1407,2,1,5,2,2,1,1,1,3,0,0,1,0,1,0,0,0,0,1,0,-0.047191165,8.650184
1408,2,1,1,9,0,2,0,0,0,0,0,4,0,1,0,0,1,0,0,0,-7.0190935,-3.947731
1409,0,0,2,5,1,1,1,0,2,0,0,2,3,1,0,0,0,1,0,0,-10.155622,3.1473305
1410,0,0,5,7,0,2,0,0,2,1,1,5,3,1,0,0,1,0,0,0,-3.3215132,-0.3399071
1411,2,0,1,4,1,2,0,1,3,0,0,2,7,0,1,0,0,1,0,0,11.896094,-5.1413164
1412,2,0,1,4,1,1,1,1,0,0,0,4,5,0,1,0,0,0,1,0,3.9168935,1.9251429
1413,0,1,1,10,2,2,0,0,0,0,0,3,1,0,1,0,0,0,1,0,6.124335,2.544292
1414,0,0,1,5,3,1,1,1,2,0,0,5,4,0,1,0,0,0,1,0,3.9867702,2.0161338
1415,2,1,1,7,3,2,1,1,2,0,0,5,7,0,1,0,1,0,0,0,-1.1281246,-12.585473
1416,1,0,1,8,0,2,1,0,2,0,0,4,5,0,0,1,0,0,1,0,11.719003,4.5623293
1417,1,0,0,2,2,2,0,1,2,0,0,3,0,0,1,0,0,1,0,0,11.881788,-5.1139793
1418,0,0,2,9,2,1,1,0,0,0,0,5,0,0,1,0,0,0,1,0,5.765215,0.98725873
1419,0,0,2,2,2,1,1,1,2,0,0,1,7,1,0,0,0,0,1,0,-6.1343303,15.631093
1420,2,1,3,5,1,1,0,1,0,0,0,3,3,0,0,1,0,0,0,1,16.641027,12.28672
1421,0,1,1,5,2,1,1,0,1,0,0,4,2,0,1,0,1,0,0,0,1.6455052,-10.94038
1422,2,1,2,9,2,1,0,1,3,0,0,1,6,0,0,1,1,0,0,0,10.218012,-10.750919
1423,1,1,1,1,2,2,1,1,0,0,0,5,5,0,1,0,0,0,0,1,19.92,-0.25253302
1424,1,0,2,8,1,1,0,0,2,1,1,3,2,0,0,1,1,0,0,0,10.6969795,-11.823487
1425,2,0,2,2,2,1,0,1,3,0,0,5,6,1,0,0,0,1,0,0,-7.573919,5.181239
1426,1,0,2,4,3,1,1,0,0,0,0,1,5,1,0,0,1,0,0,0,-4.2626605,-2.115084
1427,2,0,4,9,2,1,0,0,3,1,1,5,5,0,1,0,1,0,0,0,1.4195149,-13.1559515
1428,0,1,4,5,0,1,1,1,2,0,0,5,2,1,0,0,0,0,1,0,0.27707386,8.362123
1429,1,0,1,8,1,1,1,1,0,0,0,1,6,1,0,0,0,0,0,1,9.791683,17.408346
1430,3,0,1,3,1,1,0,1,2,0,0,2,6,1,0,0,0,1,0,0,-7.5224104,5.131044
1431,1,1,3,2,0,1,1,0,0,0,0,4,2,1,0,0,0,0,0,1,2.019038,19.10929
1432,0,0,2,4,0,1,1,1,1,0,0,4,7,0,0,1,0,0,1,0,14.132237,4.8589425
1433,2,1,4,1,2,2,0,1,2,0,0,2,4,1,0,0,1,0,0,0,-0.22728626,2.4977844
1434,0,0,2,9,2,1,1,0,2,0,0,3,3,1,0,0,1,0,0,0,-4.3409405,-2.1695302
1435,1,1,2,8,0,2,1,0,2,0,0,4,7,0,0,1,0,0,0,1,15.477475,10.425198
1436,0,1,1,1,2,2,0,1,1,0,0,1,3,0,1,0,0,1,0,0,11.469725,-5.625636
1437,2,0,1,9,0,1,0,1,1,0,0,3,5,1,0,0,1,0,0,0,-2.3014233,0.2174362
1438,0,1,4,9,2,1,0,0,1,1,1,4,1,0,1,0,0,1,0,0,11.117663,-4.360611
1439,2,0,5,7,0,1,1,1,1,0,0,1,4,1,0,0,1,0,0,0,-2.8171825,1.59266
1440,0,1,2,10,2,1,1,0,0,1,1,4,0,0,1,0,1,0,0,0,1.2774597,-12.28568
1441,1,1,2,6,0,1,1,1,2,0,0,5,0,0,0,1,0,0,0,1,17.918133,10.410532
1442,2,1,2,8,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1.9886252,19.146694
1443,0,0,2,6,0,3,0,0,2,1,1,4,6,1,0,0,0,1,0,0,-8.655102,4.273987
1444,1,0,2,10,0,2,0,1,2,0,0,4,4,1,0,0,0,0,0,1,8.587474,15.3776045
1445,2,0,0,7,2,1,1,0,2,0,0,1,3,1,0,0,0,0,0,1,5.8983564,19.52713
1446,1,1,1,2,2,1,0,1,2,0,0,4,5,1,0,0,0,0,0,1,6.7328477,15.059334
1447,2,1,4,5,2,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,8.715594,-10.645182
1448,0,0,3,4,2,1,1,0,3,1,1,5,3,0,1,0,0,0,0,1,19.753372,2.4397295
1449,1,0,1,6,2,2,0,0,2,0,0,3,0,0,1,0,0,0,1,0,5.6337204,2.0471938
1450,1,1,1,3,2,1,1,0,1,1,1,4,7,0,0,1,0,0,0,1,15.44808,10.997983
1451,0,0,2,10,0,2,1,1,0,0,0,2,7,1,0,0,0,0,0,1,9.86719,17.272058
1452,2,0,2,3,1,1,1,1,0,1,1,5,6,1,0,0,0,0,0,1,9.389863,17.036917
1453,2,0,3,7,0,1,1,1,2,0,0,3,1,1,0,0,0,0,1,0,-5.9596863,16.051342
1454,0,0,1,7,1,1,1,1,0,1,1,2,5,0,0,1,0,1,0,0,1.399634,-6.390625
1455,2,1,2,2,2,2,0,1,1,0,0,5,4,0,1,0,0,0,1,0,5.9279957,3.0489151
1456,1,1,1,8,0,2,1,0,2,0,0,5,0,0,0,1,0,0,1,0,12.197763,2.8945475
1457,3,1,5,4,0,2,0,1,1,0,0,5,3,1,0,0,0,0,0,1,6.5644393,14.902195
1458,0,1,1,2,1,2,1,1,0,0,0,2,7,1,0,0,0,1,0,0,-11.183204,9.202836
1459,3,0,4,10,2,1,1,0,1,1,1,3,0,1,0,0,0,1,0,0,-9.494239,4.6533146
1460,0,1,0,10,1,1,1,1,2,0,0,5,6,1,0,0,0,0,1,0,0.08770259,8.517543
1461,1,1,1,4,0,2,1,0,3,0,0,4,7,0,0,1,1,0,0,0,11.12693,-13.231913
1462,1,0,2,1,2,1,1,0,0,1,1,3,0,0,1,0,0,0,1,0,4.348056,3.0834246
1463,0,1,2,5,2,1,0,1,0,0,0,2,5,1,0,0,1,0,0,0,-0.24003111,2.4817836
1464,1,0,2,6,0,2,1,1,3,0,0,3,0,0,0,1,0,0,1,0,14.151512,4.9113846
1465,3,0,1,3,1,1,1,0,3,0,0,1,2,1,0,0,0,1,0,0,-10.200381,3.1084137
1466,1,0,1,7,3,1,1,0,0,0,0,3,4,1,0,0,1,0,0,0,-4.2990985,-2.1526785
1467,1,0,2,0,3,2,1,0,3,0,0,5,3,0,1,0,1,0,0,0,2.5138488,-14.853088
1468,2,1,3,3,0,1,1,0,3,1,1,3,4,1,0,0,0,0,0,1,3.9142067,17.80892
1469,3,0,3,1,2,3,0,0,3,1,1,3,7,0,1,0,0,0,1,0,4.8636627,2.884467
1470,0,0,1,1,1,2,1,1,1,0,0,5,7,0,1,0,0,0,0,1,18.8297,1.5519779
1471,3,1,3,4,3,1,1,1,0,0,0,2,6,1,0,0,0,0,1,0,0.11499199,8.870658
1472,2,0,1,1,1,1,1,1,0,0,0,2,2,0,0,1,0,0,0,1,15.356904,13.298933
